id,name,parent_id
112,Domestic Capital Account (Saving & Investment),18
108,Foreign Transactions,18
33697,Fixed Assets,18
33122,Gross Domestic Income,18
106,GDP/GNP,18
107,"Gov't Receipts, Expenditures & Investment",18
33719,Health Care Spending,18
33054,Imputations,18
33045,Industry,18
110,Personal Income & Outlays,18
21,Price Indexes & Deflators,18
109,Private Enterprise Income,18
33021,Quantity Indexes,18
33401,Effect of ARRA on Selected NIPA Estimates,18
32258,B.101 Balance Sheet of Households and Nonprofit Organizations,32251
32259,B.103 Balance Sheet of Nonfinancial Corporate Business,32251
32260,B.104 Balance Sheet of Nonfinancial Noncorporate Business,32251
32256,D.3 Credit Market Debt Outstanding by Sector,32251
32257,L.1 Credit Market Debt Outstanding,32251
33722,L.203 Net Interbank Transactions,32251
33726,L.208 Debt Securities,32251
33729,L.214 Loans,32251
33204,S.1 Total Economy - Current Account,32251
33205,S.2 Selected Aggregates for Total Economy and Sectors,32251
33240,S.3 Households and Nonprofit Institutions Serving Households,32251
33241,S.4 Nonfinancial Noncorporate Business,32251
33242,S.5 Nonfinancial Corporate Business,32251
33243,S.6 Financial Business,32251
33244,S.7 Federal Government,32251
33245,S.8 State and Local Governments,32251
33246,S.9 Rest of the World,32251
16,Exports,13
17,Imports,13
3000,Income Payments & Receipts,13
33705,International Investment Position,13
125,Trade Balance,13
127,U.S. International Finance,13
32300,Housing Units Authorized by Building Permits,97
32301,"Housing Units Authorized, But Not Yet Started",97
32302,Housing Starts,97
32303,Housing Units Under Construction,97
32304,Housing Units Completed,97
32426,New Residential Sales,97
33949,Manufactured Housing,97
33938,Automotive Production Seasonal Factor,3
32432,Inventories,32429
32431,New Orders,32429
32433,Inventory to Shipments,32429
32435,Unfilled Orders,32429
32434,Unfilled Orders to Shipments,32429
32430,Shipments,32429
32993,Motor Vehicles,33202
32415,Food and Beverages,9
32416,Housing,9
32417,Apparel,9
32418,Transportation,9
32419,Medical Care,9
32420,Recreation,9
32421,Education and Communication,9
32422,Other Goods and Services,9
32423,Commodity and Services Groups,9
32424,Special Indexes,9
33583,Commodity Based,31
33584,Industry Based,31
32221,Import Price Indexes,32220
32224,Export Price Indexes,32220
32231,Services Price Indexes,32220
32641,Afghanistan,32264
32643,Albania,32264
32644,Algeria,32264
32645,American Samoa,32264
32646,Andorra,32264
32647,Angola,32264
32648,Anguilla,32264
32650,Antigua and Barbuda,32264
32651,Argentina,32264
32652,Armenia,32264
32653,Aruba,32264
32269,Australia,32264
32282,Austria,32264
32654,Azerbaijan,32264
32655,Bahamas,32264
32656,Bahrain,32264
32657,Bangladesh,32264
32658,Barbados,32264
32659,Belarus,32264
32270,Belgium,32264
32660,Belize,32264
32661,Benin,32264
32662,Bermuda,32264
32663,Bhutan,32264
32664,"Bolivia, Plurinational State of",32264
32665,Caribbean Netherlands,32264
32666,Bosnia and Herzegovina,32264
32667,Botswana,32264
32327,Brazil,32264
32669,British Indian Ocean Territory,32264
32670,Brunei Darussalam,32264
32671,Bulgaria,32264
32672,Burkina Faso,32264
32673,Burundi,32264
32674,Cambodia,32264
32675,Cameroon,32264
32268,Canada,32264
32676,Cape Verde,32264
32677,Cayman Islands,32264
32678,Central African Republic,32264
32679,Chad,32264
32328,Chile,32264
32329,China,32264
32680,Christmas Island,32264
32681,Cocos (Keeling) Islands,32264
32682,Colombia,32264
32683,Comoros,32264
32684,"Congo, Republic of the",32264
32685,"Congo, Democratic Republic of the",32264
32686,Cook Islands,32264
32687,Costa Rica,32264
32688,Côte d’Ivoire,32264
32689,Croatia,32264
32690,Cuba,32264
32691,Curaçao,32264
32692,Cyprus,32264
32288,Czech Republic,32264
32271,Denmark,32264
32693,Djibouti,32264
32694,Dominica,32264
32695,Dominican Republic,32264
32696,Ecuador,32264
32697,Egypt,32264
32698,El Salvador,32264
32699,Equatorial Guinea,32264
32700,Eritrea,32264
32701,Estonia,32264
32702,Ethiopia,32264
32703,Falkland Islands,32264
32704,Faroe Islands,32264
32705,Fiji,32264
32289,Finland,32264
32272,France,32264
32706,French Guiana,32264
32707,French Polynesia,32264
32708,French Southern Territories,32264
32709,Gabon,32264
32710,Republic of the Gambia,32264
32711,Georgia,32264
32273,Germany,32264
32712,Ghana,32264
32713,Gibraltar,32264
32330,Greece,32264
32714,Greenland,32264
32715,Grenada,32264
32716,Guadeloupe,32264
32717,Guam,32264
32718,Guatemala,32264
32720,Guinea,32264
32721,Guinea-Bissau,32264
32722,Guyana,32264
32723,Haiti,32264
32724,Heard Island and McDonald Islands,32264
32725,Holy See (Vatican City State),32264
32726,Honduras,32264
32727,Hong Kong,32264
32331,Hungary,32264
32334,Iceland,32264
32333,India,32264
32332,Indonesia,32264
32728,"Iran, Islamic Republic of",32264
32729,Iraq,32264
32290,Ireland,32264
32730,Isle of Man,32264
32335,Israel,32264
32274,Italy,32264
32731,Jamaica,32264
32281,Japan,32264
32733,Jordan,32264
32734,Kazakhstan,32264
32735,Kenya,32264
32736,Kiribati,32264
32737,"Korea, Democratic People's Republic of (North Korea)",32264
32286,"Korea, Republic of (South Korea)",32264
32738,Kuwait,32264
32739,Kyrgyz Republic,32264
32740,Lao People's Democratic Republic,32264
32741,Latvia,32264
32742,Lebanon,32264
32743,Lesotho,32264
32744,Liberia,32264
32745,Libyan Arab Jamahiriya,32264
32746,Liechtenstein,32264
32747,Lithuania,32264
32336,Luxembourg,32264
32748,Macao,32264
32749,"Macedonia, Former Yugoslav Republic of",32264
32750,Madagascar,32264
32751,Malawi,32264
32752,Malaysia,32264
32753,Maldives,32264
32754,Mali,32264
32755,Malta,32264
32756,Marshall Islands,32264
32757,Martinique,32264
32758,Mauritania,32264
32759,Mauritius,32264
32760,Mayotte,32264
32337,Mexico,32264
32761,"Micronesia, Federated States of",32264
32762,"Moldova, Republic of",32264
32763,Monaco,32264
32764,Mongolia,32264
32765,Montenegro,32264
32766,Montserrat,32264
32767,Morocco,32264
32768,Mozambique,32264
32769,Myanmar,32264
32770,Namibia,32264
32771,Nauru,32264
32772,Nepal,32264
32275,Netherlands,32264
32773,New Caledonia,32264
32338,New Zealand,32264
32774,Nicaragua,32264
32775,Niger,32264
32776,Nigeria,32264
32777,Niue,32264
32778,Norfolk Island,32264
32779,Northern Mariana Islands,32264
32276,Norway,32264
32780,Oman,32264
32781,Pakistan,32264
32782,Palau,32264
32783,Palestinian Territories,32264
32784,Panama,32264
32785,Papua New Guinea,32264
32786,Paraguay,32264
32787,Peru,32264
32788,Philippines,32264
32789,Pitcairn,32264
32339,Poland,32264
32340,Portugal,32264
32790,Puerto Rico,32264
32791,Qatar,32264
32792,Reunion,32264
32793,Romania,32264
32341,Russian Federation,32264
32794,Rwanda,32264
32796,"Saint Helena, Ascension and Tristan da Cunha",32264
32797,Saint Kitts and Nevis,32264
32798,Saint Lucia,32264
32799,"Saint Martin, Collectivity of",32264
32800,Saint Pierre and Miquelon,32264
32801,Saint Vincent and the Grenadines,32264
32802,Samoa,32264
32803,San Marino,32264
32804,Sao Tome and Principe,32264
32805,Saudi Arabia,32264
32806,Senegal,32264
32807,Serbia,32264
32808,Seychelles,32264
32809,Sierra Leone,32264
32287,Singapore,32264
32810,Sint Maarten (Dutch part),32264
32342,Slovak Republic,32264
32343,Slovenia,32264
32811,Solomon Islands,32264
32812,Somalia,32264
32345,South Africa,32264
32814,South Sudan,32264
32277,Spain,32264
32815,Sri Lanka,32264
32816,Sudan,32264
32817,Suriname,32264
32818,Svalbard and Jan Mayen,32264
32819,Swaziland,32264
32278,Sweden,32264
32279,Switzerland,32264
32820,Syrian Arab Republic,32264
32438,Taiwan,32264
32821,Tajikistan,32264
32822,"Tanzania, United Republic of",32264
32823,Thailand,32264
32824,Timor-Leste,32264
32825,Togo,32264
32826,Tokelau,32264
32827,Tonga,32264
32828,Trinidad and Tobago,32264
32829,Tunisia,32264
32344,Turkey,32264
32830,Turkmenistan,32264
32831,Turks and Caicos Islands,32264
32832,Tuvalu,32264
32833,Uganda,32264
32834,Ukraine,32264
32835,United Arab Emirates,32264
32280,United Kingdom,32264
32267,United States,32264
32837,Uruguay,32264
32838,Uzbekistan,32264
32839,Vanuatu,32264
32840,"Venezuela, Bolivarian Republic of",32264
32841,Viet Nam,32264
32842,"Virgin Islands, British",32264
32843,"Virgin Islands, U.S.",32264
32844,Wallis and Futuna,32264
32845,Western Sahara,32264
32846,"Yemen, Republic of",32264
32946,Kosovo,32264
32847,Zambia,32264
32848,Zimbabwe,32264
32963,Africa,32955
32964,Americas,32955
32965,Asia,32955
32966,Europe,32955
32967,Oceania,32955
32459,World,32955
33000,"Money, Banking, & Finance",32265
32997,National Accounts,32265
32999,"Population, Employment, & Labor Markets",32265
32294,Production & Business Activity,32265
32998,Prices,32265
33247,Consumer Price Index,32265
33254,Work Started,32265
33261,Consumer opinion surveys,32265
33274,Business tendency surveys (construction),32265
33281,Business tendency surveys (services),32265
33288,Business tendency surveys (manufacturing),32265
33344,Business tendency surveys (retail trade),32265
33368,Business tendency surveys (non-manufacturing),32265
33903,Advanced Economies,32956
33127,Association of Southeast Asian Nations (ASEAN),32956
33126,Bureau of Labor Statistics Asian Newly Industrialized Countries,32956
33124,Bureau of Labor Statistics Industrialized Countries,32956
33128,Bureau of Labor Statistics Latin America,32956
33125,Bureau of Labor Statistics Pacific Rim,32956
33901,Emerging Markets,32956
32947,Euro Area,32956
33002,European Economic Area,32956
32948,European Union,32956
32958,Four Big European Countries,32956
32959,Group of Seven (G7),32956
33083,Group of Twenty Finance Ministers and Central Bank Governors (G20),32956
33239,International Monetary Fund,32956
33711,International Organizations,32956
32957,Major 5 Asia,32956
32960,NAFTA,32956
33086,Non-OECD,32956
33085,OECD Non-member Economies,32956
32962,OECD Total,32956
32961,OECD + Non-member Economies,32956
33087,OECD - Europe,32956
33713,Unidentified Countries,32956
33909,Advance Technology Products,32956
33911,NICS,32956
33953,USMCA,32956
27282,Alabama,27281
27283,Alaska,27281
27284,Arizona,27281
149,Arkansas,27281
27286,California,27281
27287,Colorado,27281
27288,Connecticut,27281
27289,Delaware,27281
27290,District of Columbia,27281
27291,Florida,27281
27292,Georgia,27281
27293,Hawaii,27281
27294,Idaho,27281
150,Illinois,27281
151,Indiana,27281
27297,Iowa,27281
27298,Kansas,27281
152,Kentucky,27281
27300,Louisiana,27281
27301,Maine,27281
27302,Maryland,27281
27303,Massachusetts,27281
27304,Michigan,27281
27305,Minnesota,27281
153,Mississippi,27281
154,Missouri,27281
27308,Montana,27281
27309,Nebraska,27281
27310,Nevada,27281
27311,New Hampshire,27281
27312,New Jersey,27281
27313,New Mexico,27281
27314,New York,27281
27315,North Carolina,27281
27316,North Dakota,27281
27317,Ohio,27281
27318,Oklahoma,27281
27319,Oregon,27281
27320,Pennsylvania,27281
33504,Puerto Rico,27281
27322,Rhode Island,27281
27323,South Carolina,27281
27324,South Dakota,27281
193,Tennessee,27281
27326,Texas,27281
27328,Utah,27281
27329,Vermont,27281
33605,Virgin Islands,27281
27330,Virginia,27281
27332,West Virginia,27281
27331,Washington,27281
27333,Wisconsin,27281
27334,Wyoming,27281
32044,Midwest,32043
32045,Northeast,32043
32046,South,32043
32047,West,32043
32062,Far West,32061
32063,Great Lakes,32061
32064,Mideast,32061
32065,New England,32061
32066,Plains,32061
32067,Rocky Mountain,32061
32068,Southeast,32061
32069,Southwest,32061
32851,Midwest Urban,32849
32850,Northeast Urban,32849
32852,South Urban,32849
32853,West Urban,32849
32860,"Population Size Class A (over 1,500,000)",32849
32861,"Population Size Class B/C (between 50,000 and 1,500,000)",32849
32862,"Population Size Class D (under 50,000)",32849
32146,Atlanta,32071
32147,Boston,32071
32148,Chicago,32071
32149,Cleveland,32071
32150,Dallas,32071
32151,Kansas City,32071
32152,Minneapolis,32071
32153,New York,32071
32154,Philadelphia,32071
32155,Richmond,32071
32156,San Francisco,32071
133,St. Louis,32071
32236,North Central,32233
32234,Northeast,32233
32235,Southeast,32233
32237,Southwest,32233
32238,West,32233
33835,Section 1. General Statistics of All Banks in the United States,33833
33837,Section 2. Assets and Liabilities of All Member Banks,33833
33062,Production of Commodities,33061
33063,Construction,33061
33064,Transportation and Public Utilities,33061
33065,Prices,33061
33066,Stocks of Commodities,33061
33067,Distribution of Commodities,33061
33068,Foreign Trade,33061
33069,Income and Employment,33061
33070,Financial Status of Business,33061
33071,Savings and Investment,33061
33072,Security Markets,33061
33073,Volume of Transactions,33061
33074,Interest Rates,33061
33075,Money and Banking,33061
33076,Government and Finance,33061
33077,Leading Indicators,33061
33107,Component Shares of GDP per Capita (Constant Prices),33100
33106,Component Shares of GDP per Capita (Current Prices),33100
33102,Exchange Rates,33100
33110,GDP per Capita (Current Prices),33100
33112,"Gross Domestic Income, Adjustments for Changes in Terms of Trade",33100
33105,Openness,33100
33101,Population,33100
33104,"Price Levels of GDP, Consumption, Government, and Investment",33100
33103,Purchasing Power Parity,33100
33118,Purchasing Power Parity Converted GDP,33100
33108,Ratio of GNP to GDP,33100
33111,Real GDP per Capita (Constant Prices),33100
33109,Real GDP per Capita Relative to U.S.,33100
33113,Real GDP per Equivalent Adult,33100
33117,Real GDP per Hour Worked by Employees,33100
33115,Real GDP per Person Engaged,33100
33116,Real GDP per Person Counted in Total Employment,33100
33114,Real GDP per Worker,33100
33403,"Real GDP, Employment and Population Levels",33402
33404,"Current Price GDP, Capital and Total Factor Productivity",33402
33405,National Accounts-Based Variables,33402
33406,Exchange Rates and GDP Price Levels,33402
33407,Shares in Output-side Real GDP at Current Purchasing Power Parities,33402
33408,"Price Levels, Expenditure Categories and Capital",33402
33845,National Accounts,33839
33843,"Labour, Capital and Productivity",33839
33847,Wages and Prices,33839
33849,Financial Markets,33839
33851,Money and Credit,33839
33853,Fiscal,33839
33855,Trade,33839
287,Australia,158
286,Austria,158
285,Belgium,158
284,Brazil,158
283,Canada,158
282,China,158
281,Denmark,158
280,Euro,158
279,Finland,158
278,France,158
277,Germany,158
274,Greece,158
273,Hong Kong,158
272,India,158
271,Ireland,158
276,Italy,158
275,Japan,158
270,Malaysia,158
269,Mexico,158
268,Netherlands,158
266,New Zealand,158
265,Norway,158
264,Portugal,158
263,Singapore,158
262,South Africa,158
261,South Korea,158
260,Spain,158
259,Sri Lanka,158
258,Sweden,158
257,Switzerland,158
267,Taiwan,158
254,Thailand,158
191,United Kingdom,158
192,Venezuela,158
32413,BofA Merrill Lynch Total Bond Return Index Values,32414
33078,All Commercial Banks,100
33079,Domestically Chartered Commercial Banks,100
33080,Foreign-Related Institutions,100
33081,Large Domestically Chartered Commercial Banks,100
33082,Small Domestically Chartered Commercial Banks,100
93,United States,83
84,New England Census Division,83
85,Middle Atlantic Census Division,83
86,East North Central Census Division,83
87,West North Central Census Division,83
88,South Atlantic Census Division,83
89,East South Central Census Division,83
90,West South Central Census Division,83
91,Mountain Census Division,83
92,Pacific Census Division,83
72,8th District,64
65,Arkansas,64
66,Illinois,64
67,Indiana,64
68,Kentucky,64
69,Mississippi,64
70,Missouri,64
71,Tennessee,64
32407,All Commercial Banks,32406
32408,Domestic Banks,32406
32409,Foreign Banks,32406
32410,Large Domestic Banks,32406
32411,Small Domestic Banks,32406
32412,Summary Statistics,32406
32362,All Commercial and Industrial Loans,32361
32369,Base Rate of Loans,32361
32364,Daily Repricing/Maturity Interval,32361
32367,More Than 365 Days Repricing/Maturity Interval,32361
32368,Size of Loans,32361
32366,31 to 365 Days Repricing/Maturity Interval,32361
32365,2 to 30 Days Repricing/Maturity Interval,32361
32363,Zero Repricing/Maturity Interval,32361
32371,All Commercial and Industrial Loans,32370
32375,Base Rate of Loans,32370
32372,Daily Repricing/Maturity Interval,32370
32373,More Than 365 Days Repricing/Maturity Interval,32370
32374,Size of Loans,32370
32376,31 to 365 Days Repricing/Maturity Interval,32370
32377,2 to 30 Days Repricing/Maturity Interval,32370
32378,Zero Repricing/Maturity Interval,32370
32380,All Commercial and Industrial Loans,32379
32381,Base Rate of Loans,32379
32382,Daily Repricing/Maturity Interval,32379
32383,More Than 365 Days Repricing/Maturity Interval,32379
32384,Size of Loans,32379
32385,31 to 365 Days Repricing/Maturity Interval,32379
32386,2 to 30 Days Repricing/Maturity Interval,32379
32387,Zero Repricing/Maturity Interval,32379
32389,All Commercial and Industrial Loans,32388
32390,Base Rate of Loans,32388
32391,Daily Repricing/Maturity Interval,32388
32392,More Than 365 Days Repricing/Maturity Interval,32388
32393,Size of Loans,32388
32394,31 to 365 Days Repricing/Maturity Interval,32388
32395,2 to 30 Days Repricing/Maturity Interval,32388
32396,Zero Repricing/Maturity Interval,32388
32398,All Commercial and Industrial Loans,32397
32399,Base Rate of Loans,32397
32400,Daily Repricing/Maturity Interval,32397
32401,More Than 365 Days Repricing/Maturity Interval,32397
32402,Size of Loans,32397
32403,31 to 365 Days Repricing/Maturity Interval,32397
32404,2 to 30 Days Repricing/Maturity Interval,32397
32405,Zero Repricing/Maturity Interval,32397
32352,Durable Goods,32349
32353,Nondurable Goods,32349
33042,Capital Transfers Paid,112
33043,Capital Transfers Received,112
33040,Consumptions of Fixed Capital,112
33041,Corporate Capital Consumption,112
33037,Domestic Investments,112
33038,Inventories,112
33044,Noncorporate Business,112
33039,Private Fixed Investments,112
33018,Exports,108
33019,Imports,108
33699,Net Stocks,33697
33701,Depreciation,33697
33703,Fixed Investment,33697
33020,Shares of GDP,106
33022,Gov't Consumption Expenditures,107
33024,Gov't Current Expenditures,107
33025,Gov't Current Transfer Receipts,107
33027,Gov't Fixed Investment,107
33023,Gov't Investment,107
33026,Gov't Social Benefits,107
33883,Administrative and Waste Management Services,33045
33859,"Agriculture, Forestry, Fishing, and Hunting",33045
33887,"Arts, Entertainment, Recreation, Accommodation, and Food Services",33045
33046,Auto Output,33045
33865,Construction,33045
33885,"Educational Services, Health Care, and Social Assistance",33045
33047,Farm Output,33045
33877,"Finance, Insurance, Real Estate, Rental, and Leasing",33045
33050,Full-time Equivalent Employees,33045
33049,Full-time & Part-time Employees,33045
33889,Government,33045
33048,Households,33045
33053,Imputed Interest,33045
33875,Information,33045
33881,Management Of Companies and Enterprises,33045
33867,Manufacturing,33045
33861,Mining,33045
33052,Persons Engaged in Production,33045
33879,Professional and Business Services,33045
33871,Retail Trade,33045
33051,Self-employed Persons,33045
33873,Transportation and Warehousing,33045
33863,Utilities,33045
33869,Wholesale Trade,33045
33029,Compensation of Employees,110
33031,Employer Contributions,110
33028,Personal Consumption Expenditures,110
33032,Personal Current Taxes,110
33030,Wage and Salary Accruals,110
33035,Corporate Dividends,109
33033,Corporate Profits,109
33036,Proprietorship,109
33034,Taxes on Corporate Income,109
33564,Accommodation Services,33583
33548,Advertising Space and Time Sales,33583
33533,Chemicals and Allied Products,33583
33560,Cleaning and Building Maintenance Services,33583
33573,Construction,33583
33572,"Contract Work on Textile Products, Apparel, and Leather",33583
33551,Credit Intermediation Services,33583
33550,Data Processing and Related Services,33583
33574,Durability of Product,33583
33563,Educational Services,33583
33557,Employment Services,33583
33567,Entertainment Services,33583
33528,Farm Products,33583
33575,Final Demand,33583
33565,Food and Beverage for Immediate Consumption Services,33583
33532,Fuels and Related Products and Power,33583
33539,Furniture and Household Durables,33583
33561,Health Care Services,33583
33531,"Hides, Skins, Leather, and Related Products",33583
33582,Inputs to Industries,33583
33553,Insurance and Annuities,33583
33577,Intermediate Demand By Commodity Type,33583
33576,Intermediate Demand By Production Flow,33583
33552,Investment Services,33583
33535,Lumber and Wood Products,33583
33538,Machinery and Equipment,33583
33570,Metal Treatment Services,33583
33537,Metals and Metal Products,33583
33571,Mining Services,33583
33542,Miscellaneous Products,33583
33547,Network Compensation from Broadcast and Cable Television and Radio,33583
33540,Nonmetallic Mineral Products,33583
33529,Processed Foods and Feeds,33583
33556,Professional Services,33583
33545,"Publishing Sales, Excluding Software",33583
33536,"Pulp, Paper, and Allied Products",33583
33554,Real Estate Services,33583
33555,Rental and Leasing of Goods,33583
33566,Repair and Maintenance Services,33583
33569,Retail Trade Services,33583
33534,Rubber and Plastic Products,33583
33559,Selected Security Services,33583
33546,Software Publishing,33583
33580,Special Indexes,33583
33581,Stage of Processing,33583
33549,"Telecommunication, Cable, and Internet User Services",33583
33530,Textile Products and Apparel,33583
33541,Transportation Equipment,33583
33543,Transportation Services,33583
33558,Travel Arrangement Services,33583
33544,"Warehousing, Storage, and Related Services",33583
33562,Waste Collection and Remediation Services,33583
33568,Wholesale Trade Services,33583
33586,Accommodation and Food Services,33584
33588,Administrative and Support and Waste Management and Remediation Services,33584
33585,"Agriculture, Forestry, Fishing and Hunting",33584
33587,"Arts, Entertainment, and Recreation",33584
33589,Construction,33584
33591,Educational Services,33584
33590,Finance and Insurance,33584
33593,Health Care and Social Assistance,33584
33592,Information,33584
33597,Manufacturing,33584
33596,"Mining, Quarrying, and Oil and Gas Extraction",33584
33594,Other Services (except Public Administration),33584
33599,"Professional, Scientific, and Technical Services",33584
33595,Public Administration,33584
33598,Real Estate and Rental and Leasing,33584
33600,Retail Trade,33584
33601,Transportation and Warehousing,33584
33602,Utilities,33584
33603,Wholesale Trade,33584
32223,End Use Classification System,32221
32229,By Harmonized System,32221
32226,By NAICS,32221
32230,By Locality of Origin,32221
33907,Standard International Trade Classification,32221
32225,End Use Classification System,32224
32227,By NAICS,32224
32228,By Harmonized System,32224
33905,Standard International Trade Classification,32224
32968,Eastern Africa,32963
32969,Middle Africa,32963
32970,Northern Africa,32963
32971,Southern Africa,32963
32972,Western Africa,32963
32973,Latin America and the Caribbean,32964
32974,Northern America,32964
32975,Central Asia,32965
32976,Eastern Asia,32965
32977,Southern Asia,32965
32978,South-Eastern Asia,32965
32979,Western Asia,32965
32980,Eastern Europe,32966
32981,Northern Europe,32966
32982,Southern Europe,32966
32983,Western Europe,32966
32984,Australia and New Zealand,32967
32985,Melanesia,32967
32986,Micronesia,32967
32987,Polynesia,32967
33185,Banking,33000
33195,Business Lending,33000
33099,Financial Indicators,33000
33191,Financial Institutions,33000
32954,Financial Stress Indicators,33000
32949,Interest Rates,33000
32950,Monetary Data,33000
